RBD,DV_RBD,NOM_RBD,RBD_A1,RBD_A2,COD_DEPE,COD_DEPE2,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,RURAL_RBD,EFECTIVR,SUPERAR,INICIAR,MEJORAR,INTEGRAR,IGUALDR,CLUSTER,INDICER,SEL2018_25,SEL2018_35,SEL
381,6,ESCUELA BASICA PEDRO LUJAN,,,2,1,3,32,3201,CHAÑARAL,31,COPIAPÓ,1,"42,9588330630963","52,8494442838243","91,7","87,5",81,"96,2936542249724",312,"63,1792165623104",2,2,3
382,4,ESCUELA BASICA GASPAR CABRALES,,,2,1,3,32,3201,CHAÑARAL,31,COPIAPÓ,1,"48,3090650736013","62,9578106978837","78,17","87,5","72,5","94,7215451204131",311,"66,4064809991308",2,2,3
383,2,ESC. BAS. DIFERENCIAL JOSE LUIS OLIVARES A.,,,2,1,3,32,3201,CHAÑARAL,31,COPIAPÓ,1,,,"81,075","87,5","85,25","98,0471953946955",351,"92,7068085644832",2,1,2
384,0,LICEO MANUEL MAGALHAES MEDLING,,,2,1,3,32,3202,DIEGO DE ALMAGRO,31,COPIAPÓ,1,"45,6380630466898","62,5665691222608","94,6545454545454",100,"95,8333333333333","93,5432448127291",332,"67,455175934248",1,2,1
386,7,ESCUELA ALIRO LAMAS CASTILLO,,,2,1,3,32,3202,DIEGO DE ALMAGRO,31,COPIAPÓ,1,"51,4592997697234","69,4031847718255",94,"87,5","82,5","95,7414253250486",312,"71,0509462224195",1,2,1
387,5,ESC. BASICA EMPERATRIZ SEPULVEDA LANDEROS,,,2,1,3,32,3202,DIEGO DE ALMAGRO,31,COPIAPÓ,2,"45,8051492202083","60,7785173665586","90,1",100,"65,8","96,050091232351",321,"65,7929101452307",2,2,3
390,5,ESCUELA COEDUCACIONAL PARTICULAR,,,3,2,3,32,3202,DIEGO DE ALMAGRO,31,COPIAPÓ,1,"50,2764500047678","67,8825524956366","80,77","87,5","66,4166666666667","96,684683804368",311,"68,7970649708366",1,2,1
392,1,LICEO DIEGO DE ALMEIDA,,,3,2,3,32,3202,DIEGO DE ALMAGRO,31,COPIAPÓ,1,"50,6177743700986","60,0878545598831","78,5636363636364",100,"82,75","95,0875455107229",331,"67,323753987881",2,2,3
396,4,INSTITUTO COMERCIAL ALEJANDRO RIVERA DIAZ,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"38,0286301522825","56,1701270174236","88,3454545454545",100,"66,5","92,3013216307053",332,"60,7302467527056",2,2,3
397,2,LICEO TÉCNICO PROFESIONAL EDWIN LATORRE RIVERO,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"39,9031678131954","59,9938141670249",0,100,0,"85,3690779742277",332,"52,3436372119794",2,2,3
399,9,LICEO JOSE ANTONIO CARVAJAL,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"30,3969447281122","62,5665691222608","94,8181818181818",75,"53,5","86,5209960244436",332,"57,664218938103",2,2,3
400,6,LICEO MERCEDES FRITIS MACKENNEY,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"55,3879571410746","54,3326193249443","86,87",100,"88,3333333333333","95,8441800862622",332,"68,4212638388264",1,2,1
401,4,ESCUELA BERNARDO O HIGGINS,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"42,4094816734666","64,0704405881289","91,51",100,"90,4166666666667","97,1797955051808",311,"67,0222199283318",2,2,3
403,0,ESCUELA LAURA ROBLES SILVA,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"37,4233075420962","59,6578232927246","82,27",100,"63,6666666666667","93,9808338728907",312,"61,3461310979078",2,2,3
404,9,ESC.EDUC.DIFERENCIAL MARIA LUZ LANZA PIZARRO,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,,,"80,425",100,"83,5","98,0471953946955",351,"93,0596657489832",2,1,2
405,7,ESCUELA LOS ESTANDARTES,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"40,7933392496263","67,9372704159971","93,95","87,5","77,9166666666667","70,1602380048264",312,"60,8340569332361",2,2,3
406,5,ESCUELA VICENTE SEPULVEDA ROJO,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"33,4595261606177","57,4517355787075","96,11","87,5","82,8333333333333","94,1917424683226",312,"60,8469606511643",2,2,3
407,3,ESCUELA JESUS FERNANDEZ HIDALGO,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"38,9676916432838","59,7456027176791",0,100,0,"93,0775441283463",312,"53,6238743772013",2,2,3
408,1,ESCUELA PEDRO LEON GALLO,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"42,3455500678346","61,8284224667988","92,01",100,85,"97,0082341100221",311,"66,0922233200073",2,2,3
410,3,ESCUELA JOSE MANSO DE VELASCO,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"37,9985557634641","61,3256323668598",0,100,0,"93,2617526352013",312,"53,7482282749468",2,2,3
411,1,ESCUELA LAS CANTERAS,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"37,3495214356048","58,6979700498276","92,88","87,5","91,9166666666667","94,1446666436021",312,"62,8852145400513",2,2,3
413,8,ESCUELA LAS BRISAS,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"30,1913305240468","58,7768216479551","78,19",100,"45,0833333333333","70,3386847363304",312,"52,0483796639841",2,2,3
415,4,LICEO DE MUSICA,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"59,326131256688","59,2731160909815","89,14",100,"99,5833333333333","95,2053763483878",331,"71,8198905337614",2,1,2
416,2,ESCUELA ABRAHAM SEPULVEDA PIZARRO,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"42,0595191521228","66,1355084427578","92,46",100,75,"93,2616745810712",311,"65,8951328580933",2,2,3
417,0,COLEGIO BUEN PASTOR,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"41,1684042162837","64,869588561273","93,16",50,"69,6666666666667","95,9232462112758",311,"64,5718418569954",2,2,3
418,9,ESCUELA ISABEL PENA MORALES,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"48,7485153494466","59,6504685419751",100,"62,5","96,25","95,6231558297672",311,"67,838676153597",2,1,2
419,7,ESCUELA HERNAN MARQUEZ HUERTA,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"37,5860083790629","61,0024521754003","96,05",100,"77,9166666666667","95,3425511197039",312,"63,6217042890336",2,2,3
420,0,LICEO FERNANDO ARIZTÍA RUIZ,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"37,207483876152","67,089867725028",0,100,0,"94,2466597941364",312,"55,2861971518941",2,2,3
421,9,ESCUELA BRUNO ZAVALA FREDES,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"48,7597160934346","67,3257321440898","96,16",100,85,"95,6618901204442",311,"69,9575157814137",1,2,1
423,5,ESCUELA SAN PEDRO,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,2,"43,6971767967993","70,1980055280335","97,24",100,"89,1666666666667","96,0615134177168",321,"69,2496632478962",1,2,1
427,8,ESCUELA LUIS CRUZ MARTINEZ,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"43,3033057900835","53,4480483216676","93,9",100,"81,25","96,2279078743154",311,"63,8543164047472",2,2,3
429,4,LICEO CATOLICO ATACAMA,,,3,2,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"54,173852671237","57,1402208094347","84,86","87,5","58,4166666666667","94,904834262178",331,"66,6850841860119",2,2,3
430,8,LICEO POLITECNICO BELEN,,,3,2,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"46,0637252063477","60,0782456031037","89,7727272727273",100,"92,5","94,9502441707478",332,"66,7659044491459",2,1,2
431,6,LICEO SAGRADO CORAZON,,,3,2,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"53,5961725987228","60,6463146548541","98,23",100,"99,5833333333333","96,1682631097001",331,"70,8415365156873",2,2,3
433,2,COLEGIO ADVENTISTA DE COPIAPO,,,3,2,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"56,3475867405289","67,2355622356365","72,21",100,"48,8333333333333","96,3821952833766",331,"69,6529141489834",2,2,3
434,0,ESCUELA SAN VICENTE DE PAUL,,,3,2,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"46,452862340131","60,5796553600608","89,58",100,"86,3333333333333","73,5574143011193",311,"62,0239603795784",2,2,3
437,5,ESCUELA TECNICO PROFESIONAL,,,3,2,3,31,3101,COPIAPÓ,31,COPIAPÓ,1,"60,9790582713228","62,5665691222608","88,0454545454545",100,"87,5","94,9895335262203",331,"72,6363155631182",1,2,1
438,3,LICEO MANUEL BLANCO ENCALADA,,,2,1,3,31,3102,CALDERA,31,COPIAPÓ,1,"37,5614674643737","54,759535008731","96,7818181818182","62,5",80,"90,8186318064339",332,"60,2674208525875",2,2,3
439,1,ESCUELA TOTORAL,,,2,1,3,31,3101,COPIAPÓ,31,COPIAPÓ,2,"39,6820796332264","62,8022205246556",0,75,0,"83,6747500959629",322,"52,1754362323092",2,2,3
440,5,COLEGIO PARROQUIAL PADRE NEGRO,,,3,2,3,31,3102,CALDERA,31,COPIAPÓ,1,"48,6492755071185","57,1880652969965","94,8727272727273",100,"88,75","94,9727467312929",332,"67,0367581380409",1,2,1
441,3,ESCUELA DE CONCENTRACION,,,2,1,3,31,3103,TIERRA AMARILLA,31,COPIAPÓ,1,"31,369783569898","62,2463184024298","61,9818181818182",75,"35,0833333333333","94,2812137799986",332,"56,750731862718",2,2,3
442,1,ESCUELA VICTOR MANUEL SANCHEZ CABANAS,,,2,1,3,31,3103,TIERRA AMARILLA,31,COPIAPÓ,1,"37,0715125910826","62,2833325906241","99,18",100,100,"97,1951630900412",312,"65,4895286638844",2,1,2
444,8,ESCUELA LUIS URIBE ORREGO,,,2,1,3,31,3103,TIERRA AMARILLA,31,COPIAPÓ,1,"36,3469076423244","59,0164919082633","94,74",75,"90,4166666666667","93,0438199604601",312,"62,1478472866083",2,2,3
445,6,ESCUELA PAUL HARRIS,,,2,1,3,31,3103,TIERRA AMARILLA,31,COPIAPÓ,2,"47,6433329753468","75,1800908755927","78,9555555555556",100,"53,8","91,7489359939777",322,"68,2905578980527",1,2,1
446,4,ESCUELA AMOLANAS,,,2,1,3,31,3103,TIERRA AMARILLA,31,COPIAPÓ,2,"47,169496965195","60,7785173665586",0,"87,5",0,"90,4982530381009",321,"56,1303144081408",2,2,3
447,2,ESCUELA SAN ANTONIO,,,2,1,3,31,3103,TIERRA AMARILLA,31,COPIAPÓ,2,"36,3058757419572","60,7785173665586","73,7555555555555",75,"46,75","92,9510296136206",321,"59,1632187354904",2,2,3
448,0,LICEO PEDRO TRONCOSO MACHUCA,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"37,3095348960389","62,5665691222608","94,35",100,"75,1666666666667","93,8310735051342",332,"63,3853367702303",2,2,3
449,9,LICEO JOSE SANTOS OSSA,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"30,3736296912777","62,5665691222608",0,"87,5",0,"94,6269870551555",332,"51,32481949214",2,2,3
450,2,ESCUELA HERMANOS CARRERA,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"36,3081672320091","66,492439185628","75,6",100,"71,1666666666667","95,2769977318021",312,"63,107177682149",2,2,3
452,9,ESCUELA GABRIELA MISTRAL,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"47,4712427406427","68,5366277219288","95,31",100,"98,75","97,4083882355149",311,"70,8405609879912",1,2,1
453,7,ESCUELA IGNACIO CARRERA PINTO,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"51,4304160959611","63,1459924637076",100,100,100,"97,5499787696613",311,"71,1711271746693",1,2,1
454,5,ESCUELA GREGORIO CASTILLO MARÍN,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"45,1356628319045","65,0107156616605","96,21",100,100,"97,554381096403",312,"69,1377594742782",1,2,1
455,3,ESCUELA REPUBLICA DE LOS E.E.U.U.,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"54,3475322062708","63,5335030705556","93,59",100,"96,6666666666667","97,4271403172361",311,"71,780671979201",1,2,1
456,1,ESC. EDUC.DIFERENC LUIS IRIARTE IRIARTE,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,,,"94,65","87,5","91,25","98,0471953946955",351,"95,8910942422332",1,2,1
458,8,ESCUELA ARTURO PEREZ CANTO,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"49,4596484955282","65,3957105122877",100,"87,5","97,0833333333333","94,7522465195349",312,"70,0605297877504",1,2,1
459,6,ESCUELA BASICA ESPANA,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"42,5229557492998","58,5413281551132","97,27",75,"97,9166666666667","96,3957850062922",312,"65,5641715453902",2,1,2
461,8,ESCUELA LUIS CRUZ MARTINEZ,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"45,3187791004476","59,9186949707035","96,51",100,"97,9166666666667","95,6061608612306",312,"67,2649715817667",1,2,1
462,6,ESCUELA JOSE CAROCA LAFLOR,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"44,0903880947087","66,2462782511694","70,51","87,5","56,0833333333333","93,5218282896556",312,"64,2219703957605",2,2,3
463,4,ESCUELA BASICA ROBERTO CUADRA ALQUINTA,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"39,2790775319429","60,4334202319772",0,75,0,"95,6908808365451",312,"54,0066101358124",2,2,3
464,2,ESCUELA BASICA GUALBERTO KONG FERNANDEZ,,,6,5,3,33,3301,VALLENAR,32,HUASCO,1,"40,8871574290865","64,1751456165865","89,64",100,"66,0833333333333","95,4289132829207",311,"64,7742166103154",2,2,3
467,7,ESCUELA HERNAN ARAVENA CONTRERAS,,,6,5,3,33,3301,VALLENAR,32,HUASCO,2,"63,9671102910543","63,2805568420502","76,5222222222222",100,"79,5","93,761896177423",321,"72,5803372158305",1,2,1
468,5,ESCUELA BASICA IGNACIO FRANCO GALLO,,,6,5,3,33,3301,VALLENAR,32,HUASCO,2,"26,3516000159678","60,7785173665586","78,8222222222222",100,"50,25","96,1934943629228",322,"57,1724789617208",2,2,3
469,3,ESCUELA BASICA JUSTINO LEIVA AMOR,,,6,5,3,33,3301,VALLENAR,32,HUASCO,2,"50,4852668905579","62,713261893697","89,8111111111111",100,91,"97,4639136308592",321,"69,6199897451973",1,2,1
471,5,ESCUELA BASICA SARA BEMBOW VILLEGAS,,,6,5,3,33,3301,VALLENAR,32,HUASCO,2,"40,9247830882157","63,2805568420502","75,3333333333333","87,5","69,75","94,9977842710664",321,"63,5177381980485",2,2,3
476,6,ESCUELA BASICA SOR TERESA DE LOS ANDES,,,6,5,3,33,3301,VALLENAR,32,HUASCO,2,"41,8403198175065","60,7785173665586","95,8777777777778",100,"78,4","96,2482850368511",322,"65,3461925698877",1,2,1
478,2,LICEO SANTA MARTA,,,3,2,3,33,3301,VALLENAR,32,HUASCO,1,"65,6211224938062","63,2282035445832","94,46",100,"87,1666666666667","97,4873225705615",331,"75,4568566140484",1,2,1
479,0,LICEO SAN FRANCISCO,,,3,2,3,33,3301,VALLENAR,32,HUASCO,1,"61,4491440754313","61,7392779519935","86,92",100,"71,25","96,2065190001088",331,"71,9663153144917",1,2,1
481,2,ESCUELA BASICA ALEJANDRO NOEMI HUERTA,,,6,5,3,33,3303,FREIRINA,32,HUASCO,1,"54,7831221556459","58,6025704655914","93,4",50,"70,9166666666667","95,6572862179966",312,"67,8729112292471",1,2,1
482,0,ESCUELA FORTUNATO SOZA RODRIGUEZ,,,6,5,3,33,3303,FREIRINA,32,HUASCO,2,"33,5813167305133","62,8022205246556",0,"87,5",0,"90,1437512897008",322,"51,5913342209277",2,2,3
483,9,ESCUELA SAMUEL E. CASTILLO LOPEZ,,,6,5,3,33,3303,FREIRINA,32,HUASCO,2,"47,3926255471693","60,7785173665586",0,100,0,"94,4053390500047",321,"57,3224309060901",2,2,3
484,7,ESCUELA DE MAITENCILLO,,,6,5,3,33,3303,FREIRINA,32,HUASCO,2,"47,3054093989171","60,7785173665586",0,100,0,"93,4681721985941",322,"57,0839842239264",2,2,3
485,5,ESCUELA BASICA YERBAS BUENAS,,,6,5,3,33,3301,VALLENAR,32,HUASCO,2,"44,1000610702426","60,7785173665586","63,8333333333333",100,34,"94,7728937290082",321,"61,715044079008",2,2,3
486,3,LICEO JAPON,,,6,5,3,33,3304,HUASCO,32,HUASCO,1,"37,317168651331","57,7854440379844",0,"62,5",0,"91,7572879831107",332,"51,4238800879125",2,2,3
487,1,ESCUELA BASICA JOSE MIGUEL CARRERA,,,6,5,3,33,3304,HUASCO,32,HUASCO,1,"41,8652290935491","65,3971983721774","80,99",100,"50,5","96,1191103134565",312,"64,3319545777833",2,1,2
489,8,ESCUELA EL OLIVAR,,,6,5,3,33,3304,HUASCO,32,HUASCO,1,"43,9630772823806","67,1678985029192","90,11","87,5","81,1666666666667","97,4962321114161",311,"67,7374545731431",2,1,2
490,1,ESCUELA PABLO NERUDA,,,6,5,3,33,3304,HUASCO,32,HUASCO,2,"48,0101574135299","63,2805568420502","69,7777777777778",100,42,"95,9005652656459",321,"64,8671051838889",2,2,3
492,8,COLEGIO PARTICULAR ENGLISH COLLEGE,,,3,2,3,33,3304,HUASCO,32,HUASCO,1,"54,5381540625541","59,7199082187174","71,01","87,5","57,9166666666667","95,9597423537571",311,"66,9182679555458",2,2,3
493,6,EDUCADOR ARTURO ALVEAR RAMOS,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"44,4158094326057","64,5370806631446","89,24",100,"67,1666666666667","97,5012632815468",321,"66,6672433310182",2,2,3
495,2,ESCUELA AGLADE MARIN VARGAS,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"53,1401180941684","63,2805568420502",0,100,0,"93,0740257223808",321,"59,8566852695402",2,2,3
496,0,ESCUELA DE CHOLLAY,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"43,4654268003005","60,7785173665586",0,100,0,"97,2730511829162",322,"56,5002640389892",2,2,3
497,9,ESCUELA DE LA PAMPA,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"30,7727414014587","60,7785173665586",0,100,0,"92,2877844693947",322,"50,707211764443",2,2,3
498,7,ESCUELA ALGARROBILLA,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"50,7730686846096","63,2805568420502",0,"62,5",0,"82,0924075333372",321,"55,8149209864138",2,2,3
499,5,ESCUELA RICARDO CAMPILLAY CONTRERAS,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"46,0739442027815","70,0049605804242","94,26","99,6527777777778","69,4166666666667","96,9983399034478",321,"69,1078719851953",1,2,1
500,2,ESCUELA BASICA RURAL EL TAMBO,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"36,913936634828","62,8022205246556","83,9333333333333",100,75,"95,0049984346566",322,"62,9298779574144",1,2,1
502,9,ESCUELA DE LAS MARQUESAS,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"37,4961936988726","62,8022205246556",0,"62,5",0,"97,2281734971436",322,"54,098411584858",2,2,3
503,7,ESCUELA DE LAS BREAS,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"48,0101574135299","63,2805568420502","60,15",100,"65,5","86,1002906842641",321,"63,3083781093182",2,2,3
504,5,ESCUELA GABRIELA MISTRAL,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"37,4961936988726","62,8022205246556",0,100,0,"92,8953268474929",322,"53,8951853219348",2,2,3
506,1,ESCUELA DE LOS PERALES,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"37,4961936988726","62,8022205246556",0,100,0,"97,2281734971436",322,"54,848411584858",2,2,3
508,8,ESCUELA DE CHIGUINTO,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"48,0101574135299","63,2805568420502",0,100,0,"97,2281734971436",321,"58,8725123281517",2,2,3
509,6,ESC.BASICA ALDECIRA ALVAREZ A.,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"37,4961936988726","62,8022205246556","73,5333333333333",100,"67,3333333333333","94,6284655073532",322,"62,0551424937708",2,2,3
514,2,ESCUELA DE EL CORRAL,,,6,5,3,33,3302,ALTO DEL CARMEN,32,HUASCO,2,"37,4961936988726","62,8022205246556",0,100,0,"96,4337727114835",322,"54,6736434120128",2,2,3
516,9,LICEO GABRIELA MISTRAL DE LA SERENA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"34,6569504352019","50,0639950411618",0,100,0,"85,6216904479587",432,"47,6777621711009",2,2,3
517,7,LICEO GREGORIO CORDOVEZ,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"61,6037319347156","56,7922415948748","88,28","87,5","71,1666666666667","94,5658246127899",432,"70,1048232105568",1,2,1
518,5,LICEO TECNICO MARTA BRUNET,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"36,3781374890309","69,0552923622467",0,"87,5",0,"91,7909815190539",432,"54,7394086665624",2,2,3
519,3,COLEGIO ARTURO PRAT CHACON,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"51,1054045672519","63,608474392579","98,6",100,"94,1666666666667","96,705323354186",412,"70,6188769910596",1,2,1
521,5,COLEGIO VICTOR DOMINGO SILVA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"48,7655897957195","63,2625118192935","94,53",100,"78,75","95,0178896322601",411,"68,2700072529156",2,2,3
522,3,COLEGIO JAVIERA CARRERA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"46,7187066629683","66,2057582932031","87,57",100,"61,0833333333333","94,9073193292731",412,"67,0115107065019",2,2,3
523,1,ESCUELA ALONSO DE ERCILLA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"32,7708019385619","63,940538348541",0,100,0,"92,0631414933179",412,"52,2824385833893",2,2,3
525,8,COLEGIO JAPON,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"36,2921039048755","57,0380017920037",0,100,0,"92,7386023265061",412,"51,8012114583963",2,2,3
526,6,COLEGIO JOSE MANUEL BALMACEDA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"50,7672469438033","55,5668077548009","92,04",100,90,"96,733651438199",432,"67,6463908569552",2,2,3
527,4,COLEGIO HEROES DE LA CONCEPCION,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"37,0914278730167","57,2243493170786",0,"87,5",0,"92,7272935806567",412,"51,8966507095427",2,2,3
528,2,ESCUELA GERMAN RIESCO,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"44,0622053136173","62,5928089794607",80,"87,5","69,5","96,1299501651117",412,"65,0025915166119",2,2,3
529,0,COLEGIO MANUEL RODRIGUEZ,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,,,"98,8125",100,100,"98,0471953946955",451,"98,5689513898582",1,2,1
530,4,COLEGIO GABRIEL GONZALEZ VIDELA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"39,9234208670988","61,0334292162386","83,1",100,"93,3333333333333","68,2873282604483",432,"58,5369047853387",2,2,3
531,2,COLEGIO PEDRO AGUIRRE CERDA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"35,8024417622458","55,7151039014748","90,28",100,"70,8333333333333","93,197626792728",432,"60,3090771055107",2,2,3
532,0,CEN.ED.INT.DE ADUL.ESTER VILLARREAL CASTILLO,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"45,5989910902011","62,0070459489528",0,100,0,"88,0887890038135",432,"55,6131331499202",2,2,3
533,9,COLEGIO DARIO SALAS,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"32,5408400570961","60,9300904345691",0,100,0,"89,4496438526035",412,"50,7794577903777",2,2,3
534,7,COLEGIO VILLA SAN BARTOLOME,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"41,791639781427","63,9027236870953","90,13",100,"65,75","93,0715822666206",412,"64,5267174501712",2,2,3
535,5,COLEGIO JOSE MIGUEL CARRERA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"41,8123093465701","60,6687951865652","92,35",100,"90,4166666666667","92,4146990772189",432,"64,8508842407907",2,2,3
536,3,COLEGIO BERNARDA MORIN,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"37,4557531672322","65,0079043436949","91,67",100,"54,8333333333333","94,1341436878171",412,"63,0122201660969",2,2,3
537,1,COLEGIO LUIS BRAILLE,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,,,0,100,0,"92,5035423889827",451,"63,8593699195085",2,2,3
539,8,COLEGIO DE ALGARROBITO,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"43,5408154244865","53,0626357962716","94,11",100,"84,5833333333333","96,6516204861636",412,"64,1067629036387",2,2,3
540,1,ESCUELA DE ISLON,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"41,4747325444262","62,9100822534861","95,58","87,5","94,1666666666667","89,9961748293086",412,"64,952765868195",2,2,3
542,8,ESCUELA DE LAMBERT,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"38,6854135654998","58,6044701932708","80,27",100,"64,6666666666667","97,2033901448853",412,"62,1571338385588",2,2,3
543,6,COLEGIO ALTOVALSOL,,,1,1,4,41,4101,LA SERENA,41,ELQUI,2,"43,708065225296","67,0377006739092","88,93",100,"94,5833333333333","96,0612018874201",422,"68,1409714039532",1,2,1
544,4,ESCUELA DE EL MILAGRO,,,1,1,4,41,4101,LA SERENA,41,ELQUI,2,,,"72,2375",100,"78,75","98,0471953946955",451,"90,9775229171082",2,2,3
546,0,COLEGIO COQUIMBITO,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"43,3113913937475","71,9319363327597","96,38",100,"74,5833333333333","98,657826824628",412,"69,3828455569441",1,2,1
548,7,ESCUELA DE COLONIA ALFALFARES,,,1,1,4,41,4101,LA SERENA,41,ELQUI,1,"35,1958634593262","61,3256323668598","87,98",100,95,"93,2337693103068",412,"62,7338757909389",2,2,3
549,5,ESCUELA DE LOS CORRALES,,,1,1,4,41,4101,LA SERENA,41,ELQUI,2,"13,0934424402862","60,7785173665586","69,7666666666667",100,"51,6","97,2281734971436",421,"52,0187567349139",2,2,3
550,9,ESCUELA DE ALMIRANTE LATORRE,,,1,1,4,41,4101,LA SERENA,41,ELQUI,2,"44,8093338258319","60,7125491630988","59,34",100,"30,75","97,2281734971436",422,"62,0670654505971",2,2,3
551,7,ESCUELA DE LAS ROJAS,,,1,1,4,41,4101,LA SERENA,41,ELQUI,2,"53,740020251224","56,4648397339402","95,11",100,"89,5833333333333","98,3452832619922",421,"69,5156916027611",2,1,2
552,5,ESCUELA DE CHACAY ALTO,,,1,1,4,41,4101,LA SERENA,41,ELQUI,2,"44,8093338258319","60,7125491630988","75,0111111111111",100,62,"92,7818233721696",422,"63,5916350897695",2,2,3
554,1,ESCUELA DE PELICANA,,,1,1,4,41,4101,LA SERENA,41,ELQUI,2,"44,8093338258319","60,7125491630988","83,0333333333333",100,"40,3333333333333","94,4841603220085",422,"63,364149218734",2,2,3
556,8,ESCUELA DE ROMERO,,,1,1,4,41,4101,LA SERENA,41,ELQUI,2,"36,3850186831582","51,8787952438643","76,69",100,"48,3333333333333","95,1014899992054",422,"57,9289140475424",2,2,3
