RBD,DV_RBD,NOM_RBD,RBD_A1,RBD_A2,COD_DEPE,COD_DEPE2,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,RURAL_RBD,EFECTIVR,SUPERAR,INICIAR,MEJORAR,INTEGRAR,IGUALDR,CLUSTER,INDICER,SEL2018_25,SEL2018_35,SEL
744,7,ESCUELA ORURO,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"50,1444758094564","60,7785173665586","72,1777777777778",100,"93,2","95,7199253793415",421,"67,6204911622571",2,2,3
745,5,ESCUELA LA HIGUERA DE PALOMA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","62,4","87,5",66,"93,5143049403001",422,"62,9461143680915",2,2,3
746,3,ESCUELA EL SAUCE,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"28,55526610845","60,3823205249941",67,100,"20,5","97,2281734971436",421,"55,9076963764964",2,2,3
747,1,ESCUELA CERRO TAMAYA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"54,3968303855594","66,2354916411069","85,18",100,"79,1666666666667","95,9247730094735",422,"70,8453482975844",1,2,1
749,8,ESCUELA TRANQUE RECOLETA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","69,1555555555556",100,57,"95,9283195022484",422,"63,6825309050535",2,2,3
750,1,ESCUELA ELVIRA DEL CARMEN OCHOA AVILES,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,1,"45,1791642655314","63,8636123390143","87,66",100,"97,0833333333333","95,8035046930483",412,"67,7886399323079",2,1,2
752,8,ESCUELA VALLE HERMOSO,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"48,0779064513165","60,7125491630988","58,675",100,"70,5","94,6022058306886",422,"64,6463244354063",2,2,3
753,6,ESC.BAS.JUAN PABLO ARTIGUES PENAFIEL,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"35,3398343025215","47,4135970486695","85,89",100,81,"95,2212094710936",422,"58,503611949201",2,2,3
754,4,ESCUELA LA ARAUCANA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"44,5039780601617","60,3823205249941","72,1",100,"43,6","96,8250389775803",421,"63,1810302043259",2,2,3
755,2,ESCUELA CANELILLA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","69,0555555555555","87,5","31,6666666666667","97,2281734971436",422,"62,4458321172637",2,2,3
756,0,ESCUELA SANTA CATALINA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"63,092278895665","60,3823205249941","79,0666666666667",100,"18,25","98,5888883258185",421,"69,5972483700745",2,1,2
757,9,ESCUELA BASICA EL GUINDO,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"38,5893628632954","58,8464217332911","81,51",100,60,"95,8979538369444",422,"61,7432121888686",2,2,3
758,7,ESCUELA CORDILLERA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"76,9149133772628","60,7785173665586","67,9555555555556",100,48,"90,0325531682594",421,"73,7609978425741",1,2,1
759,5,ESCUELA BASICA GASPAR CABRALES,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"64,6999101282846","60,7785173665586","64,3111111111111",100,"63,2","93,3758789304541",421,"70,5183116414683",1,2,1
760,9,ESCUELA LAS LOMAS DE PUNILLA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"47,3569434227192","60,3823205249941","64,8888888888889",100,"74,3333333333333","93,4448955814186",421,"64,5969958413166",2,2,3
762,5,ESCUELA CALETA EL TORO,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"63,9425625788865","60,7785173665586","71,8",100,"75,8","96,4635535001464",422,"71,9967147868566",1,2,1
763,3,COLEGIO SAN JUAN BAUTISTA,,,3,2,4,43,4301,OVALLE,42,LIMARÍ,1,"53,7686957641079","59,580676299216","75,89",100,"48,9166666666667","96,217782514409",432,"66,7441522830037",2,2,3
766,8,COLEGIO SANTA MARIA EUFRASIA,,,3,2,4,43,4301,OVALLE,42,LIMARÍ,1,"58,1931764462575","59,6624940822836","98,46","87,5","85,8333333333333","97,2557239167875",432,"71,5824995565146",1,2,1
767,6,COLEGIO PARTICULAR GABRIELA MISTRAL,,,3,2,4,43,4301,OVALLE,42,LIMARÍ,1,"56,1766102839459","67,0826083247686","78,02","87,5",74,"95,2600265125319",432,"70,6568819687522",1,2,1
768,4,COLEGIO LA PROVIDENCIA,,,3,2,4,43,4301,OVALLE,42,LIMARÍ,1,"46,1233514958743","61,4266361541292","80,8909090909091",100,"86,1666666666667","94,9344022188844",432,"66,3124545435721",2,2,3
769,2,COLEGIO SAN VIATOR,,,3,2,4,43,4301,OVALLE,42,LIMARÍ,1,"65,2827120830192","53,5578551999806","82,03","87,5","65,25","72,6028894534484",431,"65,0577386064703",2,2,3
771,4,ESCUELA PARTICULAR EL ARRAYAN,,,3,2,4,43,4301,OVALLE,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","37,4111111111111",100,"37,6666666666667","90,7289035226675",422,"59,6673260562123",2,2,3
772,2,LICEO AGRICOLA DE OVALLE TADEO PERRY BARN,,,5,4,4,43,4301,OVALLE,42,LIMARÍ,1,"46,916452790942","64,846435058524","89,9818181818182",100,"83,4166666666667","91,7925098340861",432,"67,2801839367766",2,2,3
773,0,ESCUELA SAMO ALTO,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"49,8101363820334","66,0760375744647","89,5444444444444",100,"70,8","96,1516451628294",421,"68,9970695846916",2,1,2
774,9,COLEGIO PICHASCA,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"48,8876206081748","70,9839371699215","75,16",75,"51,0833333333333","96,5389075264227",422,"67,7662483550823",1,2,1
775,7,ESCUELA BASICA DE FUNDINA,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"51,8736113943895","60,7785173665586","80,8333333333333",100,"61,25","97,7657120168488",422,"67,6321777222673",1,2,1
776,5,ES.BAS.SAN PEDRO DE RIO HURTADO,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"47,3569434227192","60,3823205249941","69,6",100,"52,6666666666667","92,8953268474929",421,"63,6754240531862",2,2,3
777,3,ESC.BASICA HIJOS DE EL CHANAR,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"47,3569434227192","60,3823205249941","96,5444444444444",100,"82,5","98,5703100247303",421,"68,0322536855118",2,2,3
778,1,ESCUELA BASICA LAS BREAS,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"39,2591136045309","60,7785173665586",0,100,0,"96,4549572132519",422,"54,7639474832283",2,2,3
780,3,ESCUELA BASICA TABAQUEROS,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"57,9301268101829","60,7785173665586",0,100,0,"94,9611439064655",421,"61,3435834418265",2,2,3
783,8,ESCUELA DOCTOR JOSE LUIS ARRANO,,,6,5,4,41,4103,ANDACOLLO,41,ELQUI,2,"44,8093338258319","60,7125491630988",0,"87,5",0,"94,6874019971584",422,"56,1601957206003",2,2,3
784,6,ESCUELA BASICA HUAMPULLA,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"40,8524610466386","60,3823205249941",0,"87,5",0,"95,3852878297282",421,"54,7572236567949",2,2,3
785,4,ESCUELA BASICA LOS MAITENES DE SAMO ALTO,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","79,3666666666667",100,65,100,422,"65,5909672812255",2,2,3
786,2,ESCUELA BASICA LA HUERTA,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","87,5",100,"60,3333333333333","99,0298607240003",422,"65,6322033071722",2,2,3
787,0,ESCUELA BASICA MORRILLOS,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"47,3569434227192","60,3823205249941",0,100,0,"98,6140867485718",421,"58,1242178980903",2,2,3
788,9,ESCUELA BASICA VADO DE MORRILLOS,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"47,3569434227192","60,3823205249941",0,100,0,"98,4061997608576",421,"58,0784827607931",2,2,3
789,7,ESCUELA EL ESPINAL DE RIO HURTADO,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"57,0967230163733","60,7785173665586","77,9444444444444",100,"41,25","99,1684520491431",421,"68,6999984961727",2,2,3
790,0,ESCUELA BASICA EL ROMERAL,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"47,2902015689544","60,7125491630988",0,75,0,"97,6555372685644",422,"57,481106545265",2,2,3
792,7,ESCUELA BASICA ESTANCIA EL SAUCE,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","79,9444444444444",100,"48,6666666666667","99,1684520491431",422,"64,626026732037",2,2,3
793,5,ESCUELA BASICA DE SERON,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"50,7032460187488","57,551117093817","97,3777777777778",100,"84,6","98,2291224137364",422,"68,5575874108945",1,2,1
795,1,ESC.BASICA DOMINGO SANTA MARIA GONZALEZ,,,6,5,4,41,4103,ANDACOLLO,41,ELQUI,2,"44,8093338258319","60,7125491630988",0,100,0,"93,9785385099056",422,"56,2542457534047",2,2,3
797,8,ESCUELA LOS MAITENES DE SERON,,,2,1,4,43,4305,RÍO HURTADO,42,LIMARÍ,2,"50,5495041607685","60,7125491630988",0,"87,5",0,"98,9259172301431",422,"59,2165320957835",2,2,3
798,6,ESCUELA EL PALQUI,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,1,"50,2385486556715","61,734733974804","98,05",100,"87,9166666666667","95,3195931419017",412,"69,1231323400953",1,2,1
799,4,COLEGIO REPUBLICA DE CHILE,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,1,"45,5332700235708","61,7126259437868","96,08",100,"91,8333333333333","93,6834141055675",432,"67,093662942873",2,2,3
800,1,ESCUELA HUATULAME,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,1,"49,3311075873736","67,6706486815427","87,24",100,"33,6666666666667","95,4533620776814",412,"67,1177644285834",2,2,3
802,8,LICEO PRESIDENTE EDUARDO FREI MONTALVA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,1,"35,8699734266011","66,7983451483386",0,100,0,"90,8719157502388",432,"53,9672482744297",2,2,3
803,6,ESC.CONCENTRACION FRONTERIZA DE TULAHUEN,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,1,"43,8657731886286","61,021194574988","96,05",100,"75,1666666666667","95,5699249285173",412,"65,8629873783964",2,2,3
804,4,ESCUELA BASICA WENCESLAO VARGAS,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"43,5107121525808","49,5826628305002","93,9",100,"92,9166666666667","96,579050301901",421,"63,5093334887465",2,2,3
805,2,ESCUELA EL MAQUI,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"56,4566302310212","60,7785173665586","68,6222222222222","87,5","76,4","95,6816169319353",421,"68,6442271064734",2,2,3
806,0,ESCUELA FRONTERA LAS RAMADAS,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"33,6248799870269","60,7785173665586","74,3333333333333",100,70,"95,1572180222441",422,"60,3537784227301",2,2,3
807,9,ESCUELA EL MAITEN,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","68,8666666666667",100,71,"91,2997066638449",422,"63,3469027472714",2,2,3
809,5,ESCUELA DE HUANILLA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"41,4185618871982","60,3823205249941","79,4111111111111",100,"66,8","87,8324897296945",421,"61,6597320524611",2,2,3
810,9,ESCUELA CENTRAL HIDROELECTRICA LOS MOLLE,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"47,3569434227192","60,3823205249941","69,5222222222222",100,"56,75","95,6033560035246",421,"64,4706904675132",2,2,3
812,5,ESCUELA SOL DE LAS PRADERAS,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"37,2775373845602","60,7785173665586","75,5444444444444",100,"67,75","95,2283981203817",421,"61,6810879480743",2,2,3
813,3,ESCUELA BASICA LA UNION,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"43,843832021483","60,7785173665586","66,5",100,"70,5","97,2281734971436",421,"64,1454008799567",2,2,3
814,1,ESCUELA BASICA EL TAYAN,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"52,9579859623278","60,7785173665586","77,6111111111111",100,"55,75","97,2281734971436",422,"67,4468045047359",2,1,2
816,8,ESCUELA GUSTAVO CONTRERAS CASTRO,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"59,264228088067","60,7785173665586",0,100,0,"97,2281734971436",422,"62,3359474245928",2,2,3
817,6,ESCUELA NUEVA ESPERANZA DE PEJERREYES,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"36,700246549041","60,7785173665586","78,4555555555556",100,89,"97,2281734971436",422,"63,1446075884865",2,2,3
818,4,ESCUELA LOS CLONQUIS,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"44,4070565570562","60,7785173665586","74,1333333333333",100,"73,6","95,7460567888189",421,"64,6407282822874",2,2,3
819,2,ESCUELA BUENAVENTURA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"48,3425620293422","60,3823205249941","81,6111111111111",100,73,"95,0049984346566",421,"66,2415640201461",2,2,3
820,6,ESCUELA SOL DEL CUYANO,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"42,8509796730692","60,7785173665586","82,2666666666667",100,"76,25","96,5440398156198",421,"64,8610361011084",2,2,3
821,4,ESCUELA DE FLOR DEL VALLE,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"57,0301147856839","69,9120351958827","88,2",100,"84,0833333333333","95,3424393814228",421,"73,1480156561299",1,2,1
822,2,ESCUELA JUNTAS,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"49,4532340900466","63,9005265216912","87,36",100,"51,3333333333333","96,997478046131",421,"67,3375558762063",2,2,3
823,0,ESCUELA BASICA COLLIGUAY,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"34,596520899189","60,7785173665586","75,4111111111111",100,"73,75","93,5634908964103",421,"60,6148322592133",2,2,3
824,9,ESCUELA HEROES DE CHILE,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"44,8093338258319","60,7125491630988",0,100,0,"91,6573706618784",422,"55,7435888268387",2,2,3
825,7,ESCUELA BASICA PABLO NERUDA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"47,3569434227192","60,3823205249941","71,2222222222222",100,"61,6666666666667","90,3110812308683",421,"63,6542233508622",2,2,3
826,5,ESCUELA BASICA HACIENDA VALDIVIA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"48,0502880502634","60,7785173665586","82,5666666666667",100,55,"95,9283195022484",421,"65,6048217317285",2,2,3
827,3,COLEGIO RIO GRANDE,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,1,"45,1942321987031","59,8057153388272","97,73",100,"85,9166666666667","96,9517063688397",412,"66,9564749428698",2,2,3
830,3,ESCUELA MARCELA PAZ,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"23,0465985127063","60,7125491630988","95,0666666666667",100,"68,25","97,0322988832193",422,"57,9903609696772",2,2,3
831,1,ESCUELA VALLE NEVADO,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"44,8093338258319","60,7125491630988",0,100,0,"97,2281734971436",422,"56,9691654505971",2,2,3
833,8,ESCUELA SANTA BERNARDITA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"46,9794744365287","62,8736468722662","88,64",100,95,"96,8971135789426",422,"68,3727916531175",1,2,1
835,4,ESCUELA CARMELA PRAT,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"47,3569434227192","60,3823205249941",0,75,0,"89,7835551627438",421,"55,6815009492081",2,2,3
836,2,ESCUELA INES DE SUAREZ,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"35,2394406894471","60,7785173665586","59,0333333333333",100,"73,6","92,8953268474929",421,"59,7155498241803",2,2,3
837,0,ESCUELA ESPERANZA DE HUANA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"49,6742580802845","60,7785173665586","81,7666666666667",100,"74,4","95,800985982695",422,"67,0996772685346",2,1,2
838,9,ESCUELA PROFESOR MANUEL ORTIZ QUINTANA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"62,90686241872","60,7785173665586","93,5333333333333",100,"75,6","94,8230565269545",421,"72,5465963934928",1,2,1
839,7,ESCUELA CHILECITO,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"54,3086902981421","60,7785173665586","89,9111111111111",100,"48,6","95,1673893891327",421,"67,8736926052249",2,2,3
841,9,ESCUELA PULPICA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","75,8222222222222",100,63,"84,7316774512627",422,"61,9192696538366",2,2,3
843,5,ESCUELA LOS PERALES DE CAMPANARIO,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"26,4196507476771","60,7785173665586",0,100,0,"97,2281734971436",422,"50,1834538086485",2,2,3
844,3,ESCUELA PARTICULAR CERRILLOS DE RAPEL,,,3,2,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"51,274710558234","60,7785173665586","60,5111111111111","87,5","69,75","94,5935923387493",422,"65,6683847503745",2,2,3
845,1,LICEO SAMUEL ROMAN ROJAS,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,1,"46,9482910537922","69,3573888653298","97,5181818181818",100,"89,1666666666667","94,5045081502566",432,"69,8913526076762",1,2,1
847,8,ESCUELA BASICA AMERICA,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,1,"46,8263195606818","61,2252746076009","98,59",100,96,"95,8619231026435",412,"68,2738382101621",1,2,1
848,6,ESCUELA ALEJANDRO CHELEN ROJAS,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,1,"50,257370177561","64,5610735459725","99,09",100,95,"96,3492903671847",412,"70,5645714393505",1,2,1
849,4,ESCUELA BASICA JUANITA FERNANDEZ SOLAR,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"46,194804414406","63,7258946183655","96,5444444444444",100,"78,4","96,9889681875614",421,"67,9855677944027",2,2,3
850,8,ESCUELA JUAN LUIS SAN FUENTES,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"49,4574609326605","60,7785173665586","86,5777777777778",100,"97,4","98,8378933845205",422,"69,126248618982",1,2,1
851,6,ESCUELA BASICA ARTURO PEREZ CANTO,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"56,9451497310352","63,9657134913275","97,0555555555555",100,"78,8","95,5281575171002",422,"71,7596331651501",1,2,1
852,4,ESCUELA BASICA PEDRO DE VALDIVIA,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"67,4804770763571","64,1345739654033",0,100,0,"95,7174515554887",422,"65,9832965707726",2,2,3
857,5,ESCUELA LOS MORALES,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"46,6179371055682","56,5634914776848",0,100,0,"97,7877077676452",421,"56,5997100516939",2,2,3
859,1,ESCUELA REBECA MATTE DE INIGUEZ,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"16,3675495035504","60,3823205249941",0,"62,5",0,"88,4489767225189",421,"43,6718179422662",2,2,3
862,1,ESCUELA ESTRELLA DE BELEN,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"34,1457936364296","60,7125491630988","87,1777777777778","62,5","54,5","99,3070433742859",422,"60,6866736201562",2,2,3
864,8,ESCUELA BASICA VIOLETA PARRA SANDOVAL,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","70,2333333333333",100,"77,6666666666667","97,2281734971436",422,"65,0664987839304",2,2,3
865,6,ESCUELA BASICA DANIEL BARROS GREZ,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"53,8300181888342","60,7785173665586","81,1555555555556",100,"54,5","96,9683755408465",422,"67,8624675448246",1,2,1
868,0,ESCUELA AMERICA DE SUR,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"64,5039687959173","60,7125491630988","95,5888888888889",100,"79,8","97,7716223101371",422,"74,1010724617206",1,2,1
869,9,ESCUELA BASICA REBECA PONCE DE LEON V.,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"47,1505420486915","60,7785173665586","86,9444444444444","87,5","54,5","98,2795824314016",422,"65,7768602222273",2,2,3
870,2,ESCUELA BASICA CAMILO HENRIQUEZ GONZALEZ,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"8,50430988045566","60,7785173665586","93,4888888888889",100,91,"97,3426194430597",422,"53,7392891292115",2,2,3
871,0,ESCUELA BASICA LUIS ENRIQUE BOU PEREZ,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"42,6473570704851","60,7785173665586","85,2",100,"64,4","96,7707828589232",422,"64,419079207679",2,2,3
872,9,ESCUELA BASICA ROSITA OHIGGINS,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"44,8093338258319","60,7125491630988",0,"87,5",0,"97,2281734971436",422,"56,7191654505971",2,2,3
874,5,ESCUELA BASICA LAURITA VICUNA,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","76,0666666666667",100,"61,6666666666667","97,2281734971436",422,"64,6164987839304",2,2,3
875,3,ESCUELA BASICA PEDRO LIRA RENCORET,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"47,3569434227192","60,3823205249941",74,100,"42,3333333333333","97,2281734971436",421,"64,3759836494427",2,2,3
876,1,ESCUELA BASICA CLAUDIO MATTE,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"39,463189149005","61,3256323668598","81,1777777777778",100,"84,4","98,2545690812799",422,"64,4792289124009",2,2,3
879,6,ESCUELA BASICA BENJAMIN VICUNA MACKENNA,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","83,5555555555556","87,5","70,5","93,5332149181546",422,"64,4446078965528",2,2,3
883,4,ESCUELA BASICA SAN LUIS AMIGO Y FERRER,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"44,8133372787112","60,7785173665586","59,3888888888889",75,20,"95,3712392187219",422,"60,6439256172117",2,2,3
884,2,ESCUELA BASICA JUAN FRANCISCO GONZALEZ,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","72,7444444444444",100,"56,3333333333333","97,2281734971436",422,"64,1504987839304",2,2,3
886,9,ESCUELA LA VARIOLA,,,2,1,4,43,4303,MONTE PATRIA,42,LIMARÍ,2,"39,8914984091457","60,3823205249941","82,3222222222222",100,"83,25","92,8953268474929",421,"63,2057093981641",2,2,3
887,7,ESCUELA BASICA CAUPOLICAN,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","87,1777777777778",100,"59,3333333333333","98,9220674711114",422,"65,5391554582033",2,2,3
888,5,ESCUELA BASICA BOSQUE DE QUILLAY,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"47,3895330393228","60,3823205249941","89,6777777777778",100,"81,4","97,5345151994288",421,"67,3494369820888",2,2,3
889,3,ESCUELA BASICA PAUL HARRIS,,,2,1,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"33,6993376835378","60,7785173665586","74,9111111111111",100,"55,25","95,6033560035246",421,"59,7766447929875",2,2,3
890,7,ESCUELA PARTICULAR LOS SAPOS,,,3,2,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"72,6308687261141","60,7785173665586","73,3777777777778","87,5","45,25","97,2281734971436",422,"73,6967711273369",1,2,1
891,5,ESCUELA PARTICULAR RINCON DE LAS CHILCAS,,,3,2,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"37,651671295875","60,7785173665586","81,4666666666667","87,5","89,75","97,2281734971436",422,"63,4648014114818",2,2,3
892,3,ESCUELA PARTICULAR EL DURAZNO,,,3,2,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"42,8460755898799","60,7785173665586",0,75,0,"96,0419212047151",422,"55,5002554959293",2,2,3
896,6,ESCUELA PARTICULAR LA COLORADA,,,3,2,4,43,4302,COMBARBALÁ,42,LIMARÍ,2,"64,0041255738163","60,7785173665586","80,4555555555556","87,5","40,5","93,328611512458",422,"69,8341391910226",1,2,1
897,4,ESCUELA BELGICA,,,2,1,4,43,4304,PUNITAQUI,42,LIMARÍ,1,"39,820844910755","65,8959530121639",0,100,0,"95,6182134935726",412,"56,2205864289712",2,2,3
899,0,ESCUELA LUZ DE LUNA,,,2,1,4,43,4304,PUNITAQUI,42,LIMARÍ,2,"47,3569434227192","60,3823205249941","70,7222222222222",100,61,"93,3897622261636",421,"64,2681998364938",2,2,3
900,8,ESCUELA BASICA LA HIGUERA DE QUILE,,,2,1,4,43,4304,PUNITAQUI,42,LIMARÍ,2,"51,7213093441366","60,7785173665586","89,5111111111111",100,"77,6","96,2173214545203",422,"68,5733467066281",1,2,1
902,4,ESCUELA BASICA ELENA CAFFARENA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","75,5222222222222",75,"68,25","97,2281734971436",422,"64,4129987839304",2,2,3
904,0,ESCUELA CAMPO LINDO,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"47,3569434227192","60,3823205249941","61,7555555555555",100,"49,6666666666667","97,2281734971436",421,"64,0079836494427",2,2,3
905,9,ESCUELA CHALINGA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"34,2793853115909","60,0890970659715","78,5555555555556",100,"97,4","97,6778804002638",422,"62,580786765152",2,2,3
906,7,ESCUELA LOS CANELOS,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"44,8093338258319","60,7125491630988","63,8444444444444",100,51,"95,0617501723182",422,"62,8732189858022",2,2,3
907,5,ESCUELA HIJOS DEL PERAL,,,2,1,4,43,4304,PUNITAQUI,42,LIMARÍ,2,"64,4221088636814","60,7125491630988","83,0777777777778",100,"68,25","97,0717574840273",422,"72,5886473583825",1,2,1
908,3,ESCUELA TABALI,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"48,8024944175711","62,3292099594488","90,4666666666667",100,"85,4","97,7028904241522",421,"68,7017376164604",2,2,3
909,1,ESCUELA LOS AZAHARES DE CERRO BLANCO,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"47,3569434227192","60,3823205249941","74,5333333333333",100,56,"89,4290495277723",421,"63,3755097095144",2,2,3
910,5,ESC.BASICA SAN ANTONIO DE LA VILLA,,,2,1,4,43,4301,OVALLE,42,LIMARÍ,2,"46,5014060562801","60,7785173665586","94,8666666666666","87,5","65,4","97,6593421458313",421,"66,4205603755429",2,2,3
